,Country,Sector,Gas,2017,2016,2015
431,Solomon Islands,Bunker Fuels,All GHG,0.03,0.03,0.03
432,Solomon Islands,Electricity/Heat,All GHG,0.09,0.09,0.08
433,Solomon Islands,Energy,All GHG,0.36,0.37,0.32
434,Solomon Islands,Fugitive Emissions,All GHG,,,
435,Solomon Islands,Industrial Processes,All GHG,0.11,0.09,0.07
436,Solomon Islands,Land-Use Change and Forestry,All GHG,1.98,1.98,1.98
437,Solomon Islands,Manufacturing/Construction,All GHG,0.02,0.02,0.02
438,Solomon Islands,Other Fuel Combustion,All GHG,0.03,0.03,0.03
439,Solomon Islands,Transportation,All GHG,0.22,0.23,0.19
440,Solomon Islands,Waste,All GHG,0.35,0.34,0.33
441,South Korea,Agriculture,All GHG,14.05,14.06,14.04
442,South Korea,Building,All GHG,51.9,51.34,47.95
443,South Korea,Bunker Fuels,All GHG,15.98,15.8,14.64
444,South Korea,Electricity/Heat,All GHG,365.16,356.66,351.34
445,South Korea,Energy,All GHG,611.4,600.49,593.24
446,South Korea,Fugitive Emissions,All GHG,5.2,5.2,5.19
447,South Korea,Industrial Processes,All GHG,75.14,72.45,68.4
448,South Korea,Land-Use Change and Forestry,All GHG,-39.6,-39.6,-39.59
449,South Korea,Manufacturing/Construction,All GHG,71.83,73.0,76.27
450,South Korea,Other Fuel Combustion,All GHG,13.84,12.97,14.08
451,South Korea,Transportation,All GHG,103.47,101.31,98.4
452,South Korea,Waste,All GHG,9.82,10.01,10.21
453,Sri Lanka,Agriculture,All GHG,5.1,5.51,6.41
454,Sri Lanka,Building,All GHG,0.95,0.8,0.66
455,Sri Lanka,Bunker Fuels,All GHG,1.7,1.64,1.17
456,Sri Lanka,Electricity/Heat,All GHG,9.7,8.71,6.81
457,Sri Lanka,Energy,All GHG,25.24,23.79,22.32
458,Sri Lanka,Fugitive Emissions,All GHG,0.0,0.0,0.0
459,Sri Lanka,Industrial Processes,All GHG,2.17,1.97,1.62
460,Sri Lanka,Land-Use Change and Forestry,All GHG,2.84,2.84,2.83
461,Sri Lanka,Manufacturing/Construction,All GHG,0.7,1.62,2.96
462,Sri Lanka,Other Fuel Combustion,All GHG,3.44,3.3,3.21
463,Sri Lanka,Transportation,All GHG,10.44,9.36,8.68
464,Sri Lanka,Waste,All GHG,3.39,3.36,3.33
465,Tajikistan,Agriculture,All GHG,6.73,6.57,6.42
466,Tajikistan,Building,All GHG,1.09,1.13,0.0
467,Tajikistan,Bunker Fuels,All GHG,0.06,0.1,0.14
468,Tajikistan,Electricity/Heat,All GHG,0.97,0.53,0.29
469,Tajikistan,Energy,All GHG,6.06,5.64,4.43
470,Tajikistan,Fugitive Emissions,All GHG,0.14,0.14,0.14
471,Tajikistan,Industrial Processes,All GHG,0.9,0.88,0.89
472,Tajikistan,Land-Use Change and Forestry,All GHG,0.0,0.0,0.0
473,Tajikistan,Manufacturing/Construction,All GHG,1.53,0.94,0.06
474,Tajikistan,Other Fuel Combustion,All GHG,1.15,1.62,2.61
475,Tajikistan,Transportation,All GHG,1.18,1.29,1.33
476,Tajikistan,Waste,All GHG,0.85,0.83,0.81
477,Thailand,Agriculture,All GHG,69.41,63.93,64.88
478,Thailand,Building,All GHG,6.69,6.56,6.51
479,Thailand,Bunker Fuels,All GHG,21.46,21.93,23.93
480,Thailand,Electricity/Heat,All GHG,103.98,110.36,110.21
481,Thailand,Energy,All GHG,266.2,266.16,269.97
482,Thailand,Fugitive Emissions,All GHG,12.89,12.98,13.07
483,Thailand,Industrial Processes,All GHG,63.67,55.44,45.64
484,Thailand,Land-Use Change and Forestry,All GHG,19.96,19.96,17.54
485,Thailand,Manufacturing/Construction,All GHG,49.61,48.65,54.13
486,Thailand,Other Fuel Combustion,All GHG,17.71,18.55,21.17
487,Thailand,Transportation,All GHG,75.32,69.07,64.88
488,Thailand,Waste,All GHG,12.65,12.58,12.51
489,Timor-Leste,Agriculture,All GHG,0.94,1.0,0.96
490,Timor-Leste,Building,All GHG,0.0,0.0,0.0
491,Timor-Leste,Bunker Fuels,All GHG,0.01,0.01,0.01
492,Timor-Leste,Electricity/Heat,All GHG,0.41,0.39,0.29
493,Timor-Leste,Energy,All GHG,5.38,5.71,5.86
494,Timor-Leste,Fugitive Emissions,All GHG,4.77,5.1,5.34
495,Timor-Leste,Industrial Processes,All GHG,0.01,0.01,0.01
496,Timor-Leste,Land-Use Change and Forestry,All GHG,6.1,6.1,6.11
497,Timor-Leste,Manufacturing/Construction,All GHG,0.0,0.0,0.0
498,Timor-Leste,Other Fuel Combustion,All GHG,0.12,0.13,0.16
499,Timor-Leste,Transportation,All GHG,0.09,0.08,0.07
500,Timor-Leste,Waste,All GHG,0.06,0.06,0.06
501,Tonga,Agriculture,All GHG,0.08,0.08,0.08
502,Tonga,Building,All GHG,0.01,0.01,0.01
503,Tonga,Bunker Fuels,All GHG,0.02,0.01,0.02
504,Tonga,Electricity/Heat,All GHG,0.05,0.05,0.04
505,Tonga,Energy,All GHG,0.19,0.16,0.12
506,Tonga,Fugitive Emissions,All GHG,,,
507,Tonga,Industrial Processes,All GHG,0.0,0.0,0.0
508,Tonga,Land-Use Change and Forestry,All GHG,0.0,0.0,0.0
509,Tonga,Manufacturing/Construction,All GHG,0.0,0.0,0.0
510,Tonga,Other Fuel Combustion,All GHG,0.01,0.01,0.01
511,Tonga,Transportation,All GHG,0.13,0.1,0.07
512,Tonga,Waste,All GHG,0.06,0.06,0.06
513,Turkey,Agriculture,All GHG,47.85,48.24,46.11
514,Turkey,Building,All GHG,59.04,54.07,53.16
515,Turkey,Bunker Fuels,All GHG,19.71,17.93,19.16
516,Turkey,Electricity/Heat,All GHG,158.51,146.53,133.83
517,Turkey,Energy,All GHG,392.76,352.95,329.85
518,Turkey,Fugitive Emissions,All GHG,8.2,8.14,5.09
519,Turkey,Industrial Processes,All GHG,45.71,43.53,41.0
520,Turkey,Land-Use Change and Forestry,All GHG,-64.86,-64.86,-64.85
521,Turkey,Manufacturing/Construction,All GHG,68.79,51.06,50.61
522,Turkey,Other Fuel Combustion,All GHG,15.38,13.99,14.64
523,Turkey,Transportation,All GHG,82.84,79.15,72.51
524,Turkey,Waste,All GHG,16.43,16.16,16.97
525,Turkmenistan,Agriculture,All GHG,9.8,9.94,9.68
526,Turkmenistan,Building,All GHG,17.31,17.31,17.31
527,Turkmenistan,Bunker Fuels,All GHG,1.45,1.45,1.45
528,Turkmenistan,Electricity/Heat,All GHG,25.93,25.95,25.98
529,Turkmenistan,Energy,All GHG,112.87,113.17,113.54
530,Turkmenistan,Fugitive Emissions,All GHG,43.64,43.96,44.2
531,Turkmenistan,Industrial Processes,All GHG,2.08,2.11,2.05
532,Turkmenistan,Land-Use Change and Forestry,All GHG,0.0,0.0,0.0
533,Turkmenistan,Manufacturing/Construction,All GHG,2.35,2.35,2.35
534,Turkmenistan,Other Fuel Combustion,All GHG,11.88,11.83,11.93
535,Turkmenistan,Transportation,All GHG,11.77,11.77,11.77
536,Turkmenistan,Waste,All GHG,1.37,1.35,1.33
537,Tuvalu,Agriculture,All GHG,0.01,0.01,0.01
538,Tuvalu,Building,All GHG,0.0,0.0,0.0
539,Tuvalu,Bunker Fuels,All GHG,0.0,0.0,0.0
540,Tuvalu,Electricity/Heat,All GHG,0.01,0.01,0.01
541,Tuvalu,Energy,All GHG,0.01,0.01,0.01
542,Tuvalu,Industrial Processes,All GHG,0.0,0.0,0.0
543,Tuvalu,Land-Use Change and Forestry,All GHG,0.0,0.0,0.0
544,Tuvalu,Manufacturing/Construction,All GHG,0.0,0.0,0.0
545,Tuvalu,Other Fuel Combustion,All GHG,0.0,0.0,0.0
546,Tuvalu,Transportation,All GHG,0.01,0.01,0.0
547,Tuvalu,Waste,All GHG,0.01,0.01,0.01
548,Uzbekistan,Agriculture,All GHG,35.43,33.52,31.73
549,Uzbekistan,Building,All GHG,34.32,31.28,29.18
550,Uzbekistan,Bunker Fuels,All GHG,1.71,1.76,1.76
551,Uzbekistan,Electricity/Heat,All GHG,48.54,47.67,46.26
552,Uzbekistan,Energy,All GHG,185.98,182.85,178.11
553,Uzbekistan,Fugitive Emissions,All GHG,78.75,79.83,80.92
554,Uzbekistan,Industrial Processes,All GHG,6.63,6.57,6.35
555,Uzbekistan,Land-Use Change and Forestry,All GHG,-16.42,-16.42,-16.42
556,Uzbekistan,Manufacturing/Construction,All GHG,12.38,11.32,10.59
557,Uzbekistan,Other Fuel Combustion,All GHG,4.08,5.42,3.7
558,Uzbekistan,Transportation,All GHG,7.92,7.34,7.47
559,Uzbekistan,Waste,All GHG,6.92,6.8,6.68
560,Vanuatu,Agriculture,All GHG,0.48,0.48,0.48
561,Vanuatu,Building,All GHG,0.01,0.01,0.01
562,Vanuatu,Bunker Fuels,All GHG,0.03,0.03,0.02
563,Vanuatu,Electricity/Heat,All GHG,0.05,0.05,0.03
564,Vanuatu,Energy,All GHG,0.21,0.22,0.18
565,Vanuatu,Fugitive Emissions,All GHG,,,
566,Vanuatu,Industrial Processes,All GHG,0.0,0.0,0.0
567,Vanuatu,Land-Use Change and Forestry,All GHG,-0.01,-0.01,0.0
568,Vanuatu,Manufacturing/Construction,All GHG,0.0,0.0,0.0
569,Vanuatu,Other Fuel Combustion,All GHG,0.04,0.04,0.04
570,Vanuatu,Transportation,All GHG,0.11,0.13,0.1
571,Vanuatu,Waste,All GHG,0.16,0.15,0.15
572,Vietnam,Agriculture,All GHG,71.14,71.08,72.01
573,Vietnam,Building,All GHG,15.78,13.07,13.72
574,Vietnam,Bunker Fuels,All GHG,4.04,3.57,3.49
575,Vietnam,Electricity/Heat,All GHG,71.57,79.76,71.1
576,Vietnam,Energy,All GHG,213.42,216.41,206.15
577,Vietnam,Fugitive Emissions,All GHG,19.36,20.01,20.8
578,Vietnam,Industrial Processes,All GHG,35.69,34.13,29.41
579,Vietnam,Land-Use Change and Forestry,All GHG,-20.88,-20.88,-21.02
580,Vietnam,Manufacturing/Construction,All GHG,64.33,63.01,63.3
581,Vietnam,Other Fuel Combustion,All GHG,4.19,4.06,4.19
582,Vietnam,Transportation,All GHG,38.19,36.49,33.05
583,Vietnam,Waste,All GHG,20.16,19.93,19.7
